Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Molecular Functions,21,GO:0051015,actin filament binding,,-3.8,4.2,5,30284,209,346,10,2.9,0.9,1072|2314|4430|4641|4644|6709|6712|6744|10093|80179,CFL1|FLII|MYO1B|MYO1C|MYO5A|SPTAN1|SPTBN2|ITPRID2|ARPC4|MYO19,-2.1,MyList
Reactome Gene Sets,6,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,,-3.8,9.7,6.3,30284,45,346,5,1.4,0.64,71|1072|3326|4644|10093,ACTG1|CFL1|HSP90AB1|MYO5A|ARPC4,-2.1,MyList
WikiPathways,27,WP1971,Integrated cancer pathway,,-3.8,9.7,6.3,30284,45,346,5,1.4,0.64,472|545|3716|5347|10111,ATM|ATR|JAK1|PLK1|RAD50,-2.1,MyList
Canonical Pathways,11,M5193,SIG CHEMOTAXIS,,-3.8,9.7,6.3,30284,45,346,5,1.4,0.64,1072|3708|3710|6191|29127,CFL1|ITPR1|ITPR3|RPS4X|RACGAP1,-2.1,MyList
WikiPathways,27,WP2359,Parkin ubiquitin proteasomal system pathway,,-3.8,7.4,5.8,30284,71,346,6,1.7,0.7,3313|5700|5709|7846|10376|10383,HSPA9|PSMC1|PSMD3|TUBA1A|TUBA1B|TUBB4B,-2.1,MyList
Reactome Gene Sets,6,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),,-3.8,6.1,5.5,30284,101,346,7,2,0.76,3014|3020|6233|8340|8349|8697|126961,H2AX|H3-3A|RPS27A|H2BC13|H2BC21|CDC23|H3C14,-2.1,MyList
Reactome Gene Sets,6,R-HSA-1912422,Pre-NOTCH Expression and Processing,,-3.8,6.1,5.5,30284,101,346,7,2,0.76,2648|3014|3020|8340|8349|22938|126961,KAT2A|H2AX|H3-3A|H2BC13|H2BC21|SNW1|H3C14,-2.1,MyList
GO Biological Processes,19,GO:0000956,nuclear-transcribed mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-3.8,6.1,5.5,30284,101,346,7,2,0.76,472|22894|26986|54512|55149|64282|84186,ATM|DIS3|PABPC1|EXOSC4|MTPAP|TENT4B|ZCCHC7,-2.1,MyList
CORUM,33,CORUM:1749,SMN-PolII-RHA complex,,-3.8,26,8.6,30284,10,346,3,0.87,0.5,8487|11218|50628,GEMIN2|DDX20|GEMIN4,-2.1,MyList
GO Molecular Functions,21,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6598|7343|9014,SMARCB1|UBTF|TAF1B,-2.1,MyList
CORUM,33,CORUM:6247,BBS-chaperonin complex,,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2.1,MyList
GO Biological Processes,19,GO:1904816,"positive regulation of protein localization to chromosome, telomeric region",19_GO:0051179 localization,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2.1,MyList
GO Biological Processes,19,GO:1904869,regulation of protein localization to Cajal body,19_GO:0051179 localization,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2.1,MyList
Reactome Gene Sets,6,R-HSA-390450,Folding of actin by CCT/TriC,,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2.1,MyList
GO Biological Processes,19,GO:0070203,regulation of establishment of protein localization to telomere,19_GO:0051179 localization,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2.1,MyList
GO Biological Processes,19,GO:1904871,positive regulation of protein localization to Cajal body,19_GO:0051179 localization,-3.8,26,8.6,30284,10,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2.1,MyList
GO Biological Processes,19,GO:1902850,microtubule cytoskeleton organization involved in mitosis,19_GO:0009987 cellular process,-3.8,5.2,5.2,30284,135,346,8,2.3,0.81,4751|5347|6790|7272|9493|22974|29127|55726,NEK2|PLK1|AURKA|TTK|KIF23|TPX2|RACGAP1|INTS13,-2.1,MyList
GO Biological Processes,19,GO:0042026,protein refolding,19_GO:0009987 cellular process,-3.8,14,7,30284,25,346,4,1.2,0.57,3301|3313|3329|10294,DNAJA1|HSPA9|HSPD1|DNAJA2,-2.1,MyList
GO Biological Processes,19,GO:0035336,long-chain fatty-acyl-CoA metabolic process,19_GO:0009987 cellular process,-3.8,14,7,30284,25,346,4,1.2,0.57,2181|9524|60481|64834,ACSL3|TECR|ELOVL5|ELOVL1,-2.1,MyList
GO Biological Processes,19,GO:0140013,meiotic nuclear division,19_GO:0022414 reproductive process,-3.7,4.6,5,30284,173,346,9,2.6,0.86,472|5347|6790|7272|10051|10111|29781|81930|259266,ATM|PLK1|AURKA|TTK|SMC4|RAD50|NCAPH2|KIF18A|ASPM,-2.1,MyList
GO Biological Processes,19,GO:0051225,spindle assembly,19_GO:0009987 cellular process,-3.7,5.9,5.4,30284,104,346,7,2,0.76,1453|4751|6790|9493|22974|29127|259266,CSNK1D|NEK2|AURKA|KIF23|TPX2|RACGAP1|ASPM,-2,MyList
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0009987 cellular process,-3.7,2.7,4.4,30284,544,346,17,4.9,1.2,3301|3313|3326|3329|4820|5478|6950|7203|8813|9093|9532|10049|10131|10283|10294|10575|728945,DNAJA1|HSPA9|HSP90AB1|HSPD1|NKTR|PPIA|TCP1|CCT3|DPM1|DNAJA3|BAG2|DNAJB6|TRAP1|CWC27|DNAJA2|CCT4|PPIAL4F,-2,MyList
GO Biological Processes,19,GO:0015740,C4-dicarboxylate transport,19_GO:0051179 localization,-3.7,13,6.8,30284,26,346,4,1.2,0.57,1468|6566|8604|10165,SLC25A10|SLC16A1|SLC25A12|SLC25A13,-2,MyList
GO Molecular Functions,21,GO:0031491,nucleosome binding,,-3.7,7.1,5.6,30284,74,346,6,1.7,0.7,3020|3065|6598|8932|11198|254225,H3-3A|HDAC1|SMARCB1|MBD2|SUPT16H|RNF169,-2,MyList
GO Biological Processes,19,GO:0170036,import into the mitochondrion,19_GO:0051179 localization,-3.7,9.1,6.1,30284,48,346,5,1.4,0.64,3313|3708|9804|92609|221154,HSPA9|ITPR1|TOMM20|TIMM50|MICU2,-2,MyList
KEGG Pathway,24,hsa01230,Biosynthesis of amino acids,,-3.7,7,5.6,30284,75,346,6,1.7,0.7,1373|2023|5831|6472|26227|29920,CPS1|ENO1|PYCR1|SHMT2|PHGDH|PYCR2,-2,MyList
GO Cellular Components,20,GO:0061695,"transferase complex, transferring phosphorus-containing groups",,-3.6,3.4,4.6,30284,305,346,12,3.5,0.98,905|1025|2648|5431|5437|5563|8558|9646|22938|51616|79577|283106,CCNT2|CDK9|KAT2A|POLR2B|POLR2H|PRKAA2|CDK10|CTR9|SNW1|TAF9B|CDC73|CSNK2A3,-2,MyList
GO Biological Processes,19,GO:0070202,regulation of establishment of protein localization to chromosome,19_GO:0051179 localization,-3.6,24,8.2,30284,11,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2,MyList
Reactome Gene Sets,6,R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,,-3.6,24,8.2,30284,11,346,3,0.87,0.5,34|3030|3032,ACADM|HADHA|HADHB,-2,MyList
CORUM,33,CORUM:6249,MIB complex,,-3.6,24,8.2,30284,11,346,3,0.87,0.5,10989|54927|125988,IMMT|CHCHD3|MICOS13,-2,MyList
GO Cellular Components,20,GO:0005832,chaperonin-containing T-complex,,-3.6,24,8.2,30284,11,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-2,MyList
CORUM,33,CORUM:1223,"H2AX complex, isolated from cells without IR exposure",,-3.6,24,8.2,30284,11,346,3,0.87,0.5,3014|11198|26986,H2AX|SUPT16H|PABPC1,-2,MyList
GO Molecular Functions,21,GO:0001163,RNA polymerase I transcription regulatory region sequence-specific DNA binding,,-3.6,24,8.2,30284,11,346,3,0.87,0.5,6598|7343|9014,SMARCB1|UBTF|TAF1B,-2,MyList
GO Biological Processes,19,GO:0071028,nuclear mRNA surveillance,19_GO:0048519 negative regulation of biological process,-3.6,24,8.2,30284,11,346,3,0.87,0.5,22894|54512|84186,DIS3|EXOSC4|ZCCHC7,-2,MyList
GO Molecular Functions,21,GO:0019215,intermediate filament binding,,-3.6,24,8.2,30284,11,346,3,0.87,0.5,5318|10763|286077,PKP2|NES|FAM83H,-2,MyList
GO Biological Processes,19,GO:0001188,RNA polymerase I preinitiation complex assembly,19_GO:0009987 cellular process,-3.6,24,8.2,30284,11,346,3,0.87,0.5,6598|7343|9014,SMARCB1|UBTF|TAF1B,-2,MyList
Reactome Gene Sets,6,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,,-3.6,4.9,5,30284,142,346,8,2.3,0.81,3065|6045|6790|9631|23137|23225|57332|79677,HDAC1|RNF2|AURKA|NUP155|SMC5|NUP210|CBX8|SMC6,-2,MyList
Reactome Gene Sets,6,R-HSA-9619483,Activation of AMPK downstream of NMDARs,,-3.6,13,6.7,30284,27,346,4,1.2,0.57,5563|7846|10376|10383,PRKAA2|TUBA1A|TUBA1B|TUBB4B,-2,MyList
GO Biological Processes,19,GO:0006458,'de novo' protein folding,19_GO:0009987 cellular process,-3.6,8.9,6,30284,49,346,5,1.4,0.64,3313|3329|6950|7203|10575,HSPA9|HSPD1|TCP1|CCT3|CCT4,-2,MyList
WikiPathways,27,WP5124,Alzheimer 39 s disease,,-3.6,3.7,4.7,30284,263,346,11,3.2,0.94,1452|1454|3708|3710|5700|5709|7417|7846|10376|10383|283106,CSNK1A1|CSNK1E|ITPR1|ITPR3|PSMC1|PSMD3|VDAC2|TUBA1A|TUBA1B|TUBB4B|CSNK2A3,-2,MyList
GO Molecular Functions,21,GO:0141003,histone H2AX kinase activity,,-3.6,3.2,4.5,30284,354,346,13,3.8,1,472|545|1452|1453|1454|3716|4751|5563|6790|7272|9730|81788|283106,ATM|ATR|CSNK1A1|CSNK1D|CSNK1E|JAK1|NEK2|PRKAA2|AURKA|TTK|DCAF1|NUAK2|CSNK2A3,-2,MyList
GO Biological Processes,19,GO:0043393,regulation of protein binding,19_GO:0065007 biological regulation,-3.6,5.7,5.2,30284,108,346,7,2,0.76,1454|5347|6135|6790|9532|10211|10763,CSNK1E|PLK1|RPL11|AURKA|BAG2|FLOT1|NES,-1.9,MyList
Reactome Gene Sets,6,R-HSA-1474165,Reproduction,,-3.6,4.9,5,30284,143,346,8,2.3,0.81,472|545|3014|3020|8340|8349|10111|126961,ATM|ATR|H2AX|H3-3A|H2BC13|H2BC21|RAD50|H3C14,-1.9,MyList
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-3.6,2.6,4.3,30284,608,346,18,5.2,1.2,71|1072|1453|2314|3326|4430|4641|4644|5318|7846|10049|10093|11004|22974|79649|80179|81930|146909,ACTG1|CFL1|CSNK1D|FLII|HSP90AB1|MYO1B|MYO1C|MYO5A|PKP2|TUBA1A|DNAJB6|ARPC4|KIF2C|TPX2|MAP7D3|MYO19|KIF18A|KIF18B,-1.9,MyList
GO Biological Processes,19,GO:0006354,DNA-templated transcription elongation,19_GO:0009987 cellular process,-3.6,8.8,5.9,30284,50,346,5,1.4,0.64,1025|6924|9646|11198|79577,CDK9|ELOA|CTR9|SUPT16H|CDC73,-1.9,MyList
Reactome Gene Sets,6,R-HSA-68949,Orc1 removal from chromatin,,-3.6,8.8,5.9,30284,50,346,5,1.4,0.64,4998|5001|5700|5709|6233,ORC1|ORC5|PSMC1|PSMD3|RPS27A,-1.9,MyList
GO Biological Processes,19,GO:0010389,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.6,5.6,5.2,30284,109,346,7,2,0.76,472|545|4998|5347|6790|9928|10111,ATM|ATR|ORC1|PLK1|AURKA|KIF14|RAD50,-1.9,MyList
GO Molecular Functions,21,GO:0140996,histone H3 kinase activity,,-3.6,3.2,4.5,30284,357,346,13,3.8,1,472|545|1452|1453|1454|3716|4751|5563|6790|7272|9730|81788|283106,ATM|ATR|CSNK1A1|CSNK1D|CSNK1E|JAK1|NEK2|PRKAA2|AURKA|TTK|DCAF1|NUAK2|CSNK2A3,-1.9,MyList
GO Biological Processes,19,GO:1903313,positive regulation of mRNA metabolic process,19_GO:0048518 positive regulation of biological process,-3.6,3.9,4.7,30284,224,346,10,2.9,0.9,6625|8087|22894|22938|26986|27316|29896|51441|79577|494115,SNRNP70|FXR1|DIS3|SNW1|PABPC1|RBMX|TRA2A|YTHDF2|CDC73|RBMXL1,-1.9,MyList
GO Biological Processes,19,GO:0000002,mitochondrial genome maintenance,19_GO:0009987 cellular process,-3.6,13,6.5,30284,28,346,4,1.2,0.57,6742|9093|9361|56652,SSBP1|DNAJA3|LONP1|TWNK,-1.9,MyList
Reactome Gene Sets,6,R-HSA-5626467,RHO GTPases activate IQGAPs,,-3.6,13,6.5,30284,28,346,4,1.2,0.57,71|7846|10376|10383,ACTG1|TUBA1A|TUBA1B|TUBB4B,-1.9,MyList
WikiPathways,27,WP2059,Alzheimer 39 s disease and miRNA effects,,-3.5,3.6,4.6,30284,268,346,11,3.2,0.94,1452|1454|3708|3710|5700|5709|7417|7846|10376|10383|283106,CSNK1A1|CSNK1E|ITPR1|ITPR3|PSMC1|PSMD3|VDAC2|TUBA1A|TUBA1B|TUBB4B|CSNK2A3,-1.9,MyList
GO Molecular Functions,21,GO:0035173,histone kinase activity,,-3.5,3.2,4.4,30284,360,346,13,3.8,1,472|545|1452|1453|1454|3716|4751|5563|6790|7272|9730|81788|283106,ATM|ATR|CSNK1A1|CSNK1D|CSNK1E|JAK1|NEK2|PRKAA2|AURKA|TTK|DCAF1|NUAK2|CSNK2A3,-1.9,MyList
GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,19_GO:0051179 localization,-3.5,4.8,4.9,30284,146,346,8,2.3,0.81,3716|3728|5347|6950|7203|10575|11143|55929,JAK1|JUP|PLK1|TCP1|CCT3|CCT4|KAT7|DMAP1,-1.9,MyList
Reactome Gene Sets,6,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,,-3.5,6.6,5.4,30284,79,346,6,1.7,0.7,1454|4751|5347|7846|10383|22994,CSNK1E|NEK2|PLK1|TUBA1A|TUBB4B|CEP131,-1.9,MyList
GO Cellular Components,20,GO:0042470,melanosome,,-3.5,5.5,5.1,30284,111,346,7,2,0.76,1509|2194|3326|4644|4673|10211|10575,CTSD|FASN|HSP90AB1|MYO5A|NAP1L1|FLOT1|CCT4,-1.9,MyList
GO Cellular Components,20,GO:0048770,pigment granule,,-3.5,5.5,5.1,30284,111,346,7,2,0.76,1509|2194|3326|4644|4673|10211|10575,CTSD|FASN|HSP90AB1|MYO5A|NAP1L1|FLOT1|CCT4,-1.9,MyList
GO Molecular Functions,21,GO:0016423,tRNA (guanine) methyltransferase activity,,-3.5,22,7.8,30284,12,346,3,0.87,0.5,6894|25917|57570,TARBP1|THUMPD3|TRMT5,-1.9,MyList
GO Molecular Functions,21,GO:1990247,N6-methyladenosine-containing RNA reader activity,,-3.5,22,7.8,30284,12,346,3,0.87,0.5,10643|51441|91746,IGF2BP3|YTHDF2|YTHDC1,-1.9,MyList
GO Biological Processes,19,GO:0031126,sno(s)RNA 3'-end processing,19_GO:0009987 cellular process,-3.5,22,7.8,30284,12,346,3,0.87,0.5,1736|54512|64282,DKC1|EXOSC4|TENT4B,-1.9,MyList
WikiPathways,27,WP5199,PtdIns 4 5 P2 in cytokinesis pathway,,-3.5,22,7.8,30284,12,346,3,0.87,0.5,9493|29127|60312,KIF23|RACGAP1|AFAP1,-1.9,MyList
GO Biological Processes,19,GO:0098911,regulation of ventricular cardiac muscle cell action potential,19_GO:0032501 multicellular organismal process,-3.5,22,7.8,30284,12,346,3,0.87,0.5,1829|3728|5318,DSG2|JUP|PKP2,-1.9,MyList
WikiPathways,27,WP3871,Valproic acid pathway,,-3.5,22,7.8,30284,12,346,3,0.87,0.5,3030|3032|3065,HADHA|HADHB|HDAC1,-1.9,MyList
GO Biological Processes,19,GO:0051783,regulation of nuclear division,19_GO:0050789 regulation of biological process,-3.5,4.8,4.9,30284,147,346,8,2.3,0.81,472|3550|4751|5347|6790|7272|8697|10635,ATM|IK|NEK2|PLK1|AURKA|TTK|CDC23|RAD51AP1,-1.9,MyList
GO Molecular Functions,21,GO:0004672,protein kinase activity,,-3.5,2.6,4.2,30284,565,346,17,4.9,1.2,472|545|1025|1452|1453|1454|3716|4751|5347|5563|6790|6792|7272|8558|9730|81788|283106,ATM|ATR|CDK9|CSNK1A1|CSNK1D|CSNK1E|JAK1|NEK2|PLK1|PRKAA2|AURKA|CDKL5|TTK|CDK10|DCAF1|NUAK2|CSNK2A3,-1.9,MyList
Reactome Gene Sets,6,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,,-3.5,6.6,5.4,30284,80,346,6,1.7,0.7,3014|3020|3065|8340|8349|126961,H2AX|H3-3A|HDAC1|H2BC13|H2BC21|H3C14,-1.9,MyList
GO Biological Processes,19,GO:0001510,RNA methylation,19_GO:0009987 cellular process,-3.5,6.6,5.4,30284,80,346,6,1.7,0.7,6894|25917|29890|57570|64216|64783,TARBP1|THUMPD3|RBM15B|TRMT5|TFB2M|RBM15,-1.9,MyList
GO Biological Processes,19,GO:0018105,peptidyl-serine phosphorylation,19_GO:0009987 cellular process,-3.5,6.6,5.4,30284,80,346,6,1.7,0.7,472|545|1452|5347|6790|253260,ATM|ATR|CSNK1A1|PLK1|AURKA|RICTOR,-1.9,MyList
Reactome Gene Sets,6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,,-3.5,6.6,5.4,30284,80,346,6,1.7,0.7,3014|3020|7913|8340|8349|126961,H2AX|H3-3A|DEK|H2BC13|H2BC21|H3C14,-1.9,MyList
Reactome Gene Sets,6,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,,-3.5,8.4,5.8,30284,52,346,5,1.4,0.64,4751|5700|5709|6233|8697,NEK2|PSMC1|PSMD3|RPS27A|CDC23,-1.9,MyList
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3.5,2.4,4.1,30284,730,346,20,5.8,1.3,472|1452|1654|2314|2648|3020|3550|5347|6709|6712|7272|7417|8558|9100|9928|10049|10111|22974|23133|64282,ATM|CSNK1A1|DDX3X|FLII|KAT2A|H3-3A|IK|PLK1|SPTAN1|SPTBN2|TTK|VDAC2|CDK10|USP10|KIF14|DNAJB6|RAD50|TPX2|PHF8|TENT4B,-1.9,MyList
WikiPathways,27,WP3391,Senescence associated secretory phenotype SASP,,-3.5,5.4,5.1,30284,113,346,7,2,0.76,3014|3020|6233|8340|8349|8697|126961,H2AX|H3-3A|RPS27A|H2BC13|H2BC21|CDC23|H3C14,-1.8,MyList
Reactome Gene Sets,6,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,,-3.5,4.7,4.9,30284,149,346,8,2.3,0.81,2648|3014|3020|8340|8349|55689|60481|126961,KAT2A|H2AX|H3-3A|H2BC13|H2BC21|YEATS2|ELOVL5|H3C14,-1.8,MyList
WikiPathways,27,WP4016,DNA IR damage and cellular response via ATR,,-3.5,6.5,5.3,30284,81,346,6,1.7,0.7,472|545|3014|5347|9937|10111,ATM|ATR|H2AX|PLK1|DCLRE1A|RAD50,-1.8,MyList
Reactome Gene Sets,6,R-HSA-69473,G2/M DNA damage checkpoint,,-3.5,6.5,5.3,30284,81,346,6,1.7,0.7,472|545|3014|8340|8349|10111,ATM|ATR|H2AX|H2BC13|H2BC21|RAD50,-1.8,MyList
GO Cellular Components,20,GO:0044297,cell body,,-3.5,2.6,4.2,30284,570,346,17,4.9,1.2,72|1454|1762|3065|3326|3710|5563|6606|6712|6790|6950|7203|10575|22974|23154|23774|60481,ACTG2|CSNK1E|DMWD|HDAC1|HSP90AB1|ITPR3|PRKAA2|SMN1|SPTBN2|AURKA|TCP1|CCT3|CCT4|TPX2|NCDN|BRD1|ELOVL5,-1.8,MyList
GO Biological Processes,19,GO:2001242,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.5,4.2,4.7,30284,189,346,9,2.6,0.86,1654|2023|3065|3301|5478|5831|7417|10131|51616,DDX3X|ENO1|HDAC1|DNAJA1|PPIA|PYCR1|VDAC2|TRAP1|TAF9B,-1.8,MyList
GO Biological Processes,19,GO:1901570,fatty acid derivative biosynthetic process,19_GO:0009987 cellular process,-3.5,8.3,5.7,30284,53,346,5,1.4,0.64,2181|2194|9524|60481|64834,ACSL3|FASN|TECR|ELOVL5|ELOVL1,-1.8,MyList
GO Cellular Components,20,GO:0015030,Cajal body,,-3.4,6.4,5.3,30284,82,346,6,1.7,0.7,1736|6606|8161|50628|54433|55505,DKC1|SMN1|COIL|GEMIN4|GAR1|NOP10,-1.8,MyList
GO Molecular Functions,21,GO:0043995,histone H4K5 acetyltransferase activity,,-3.4,12,6.3,30284,30,346,4,1.2,0.57,2648|7862|11143|23774,KAT2A|BRPF1|KAT7|BRD1,-1.8,MyList
GO Biological Processes,19,GO:0007094,mitotic spindle assembly checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.4,12,6.3,30284,30,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.8,MyList
GO Molecular Functions,21,GO:0043997,histone H4K12 acetyltransferase activity,,-3.4,12,6.3,30284,30,346,4,1.2,0.57,2648|7862|11143|23774,KAT2A|BRPF1|KAT7|BRD1,-1.8,MyList
KEGG Pathway,24,hsa00020,Citrate cycle (TCA cycle),,-3.4,12,6.3,30284,30,346,4,1.2,0.57,5160|5162|6389|8801,PDHA1|PDHB|SDHA|SUCLG2,-1.8,MyList
GO Biological Processes,19,GO:0051984,positive regulation of chromosome segregation,19_GO:0048518 positive regulation of biological process,-3.4,12,6.3,30284,30,346,4,1.2,0.57,10051|23137|29781|79677,SMC4|SMC5|NCAPH2|SMC6,-1.8,MyList
GO Biological Processes,19,GO:0071174,mitotic spindle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.4,12,6.3,30284,30,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.8,MyList
GO Cellular Components,20,GO:0030057,desmosome,,-3.4,12,6.3,30284,30,346,4,1.2,0.57,1828|1829|3728|5318,DSG1|DSG2|JUP|PKP2,-1.8,MyList
GO Biological Processes,19,GO:0071173,spindle assembly checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.4,12,6.3,30284,30,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.8,MyList
GO Molecular Functions,21,GO:0043996,histone H4K8 acetyltransferase activity,,-3.4,12,6.3,30284,30,346,4,1.2,0.57,2648|7862|11143|23774,KAT2A|BRPF1|KAT7|BRD1,-1.8,MyList
Reactome Gene Sets,6,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,-3.4,12,6.3,30284,30,346,4,1.2,0.57,3329|7913|8089|83741,HSPD1|DEK|YEATS4|TFAP2D,-1.8,MyList
GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.4,5.3,5,30284,115,346,7,2,0.76,1452|1453|1454|5347|5700|6790|9532,CSNK1A1|CSNK1D|CSNK1E|PLK1|PSMC1|AURKA|BAG2,-1.8,MyList
Reactome Gene Sets,6,R-HSA-5358351,Signaling by Hedgehog,,-3.4,5.3,5,30284,115,346,7,2,0.76,5700|5709|6233|7846|10376|10383|79577,PSMC1|PSMD3|RPS27A|TUBA1A|TUBA1B|TUBB4B|CDC73,-1.8,MyList
GO Molecular Functions,21,GO:0140030,modification-dependent protein binding,,-3.4,4.1,4.7,30284,191,346,9,2.6,0.86,4298|4300|8089|10771|22890|23133|55689|57332|254225,MLLT1|MLLT3|YEATS4|ZMYND11|ZBTB1|PHF8|YEATS2|CBX8|RNF169,-1.8,MyList
Reactome Gene Sets,6,R-HSA-611105,Respiratory electron transport,,-3.4,4.6,4.8,30284,152,346,8,2.3,0.81,1347|2108|3313|6389|8604|10131|10165|25994,COX7A2|ETFA|HSPA9|SDHA|SLC25A12|TRAP1|SLC25A13|HIGD1A,-1.8,MyList
GO Biological Processes,19,GO:0030177,positive regulation of Wnt signaling pathway,19_GO:0048518 positive regulation of biological process,-3.4,4.6,4.8,30284,152,346,8,2.3,0.81,1453|1454|1654|3728|4300|8932|79577|259266,CSNK1D|CSNK1E|DDX3X|JUP|MLLT3|MBD2|CDC73|ASPM,-1.8,MyList
Reactome Gene Sets,6,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,,-3.4,8.1,5.6,30284,54,346,5,1.4,0.64,4751|5700|5709|6233|8697,NEK2|PSMC1|PSMD3|RPS27A|CDC23,-1.8,MyList
GO Molecular Functions,21,GO:0017069,snRNA binding,,-3.4,8.1,5.6,30284,54,346,5,1.4,0.64,905|1025|6625|8161|25929,CCNT2|CDK9|SNRNP70|COIL|GEMIN5,-1.8,MyList
GO Biological Processes,19,GO:0030490,maturation of SSU-rRNA,19_GO:0009987 cellular process,-3.4,8.1,5.6,30284,54,346,5,1.4,0.64,6217|8602|23212|55813|88745,RPS16|NOP14|RRS1|UTP6|RRP36,-1.8,MyList
KEGG Pathway,24,hsa05014,Amyotrophic lateral sclerosis,,-3.4,3.1,4.3,30284,371,346,13,3.8,1,71|498|506|1347|3710|5700|5709|6389|7846|9631|10376|10383|23225,ACTG1|ATP5F1A|ATP5F1B|COX7A2|ITPR3|PSMC1|PSMD3|SDHA|TUBA1A|NUP155|TUBA1B|TUBB4B|NUP210,-1.8,MyList
Reactome Gene Sets,6,R-HSA-5610787,Hedgehog 'off' state,,-3.4,6.3,5.2,30284,83,346,6,1.7,0.7,5700|5709|6233|7846|10376|10383,PSMC1|PSMD3|RPS27A|TUBA1A|TUBA1B|TUBB4B,-1.8,MyList
GO Biological Processes,19,GO:0060623,regulation of chromosome condensation,19_GO:0050789 regulation of biological process,-3.4,20,7.4,30284,13,346,3,0.87,0.5,3020|10051|29781,H3-3A|SMC4|NCAPH2,-1.8,MyList
GO Biological Processes,19,GO:0036444,calcium import into the mitochondrion,19_GO:0051179 localization,-3.4,20,7.4,30284,13,346,3,0.87,0.5,3313|3708|221154,HSPA9|ITPR1|MICU2,-1.8,MyList
GO Cellular Components,20,GO:0106068,SUMO ligase complex,,-3.4,20,7.4,30284,13,346,3,0.87,0.5,23137|55719|79677,SMC5|SLF2|SMC6,-1.8,MyList
GO Molecular Functions,21,GO:0086080,protein binding involved in heterotypic cell-cell adhesion,,-3.4,20,7.4,30284,13,346,3,0.87,0.5,1829|3728|5318,DSG2|JUP|PKP2,-1.8,MyList
GO Biological Processes,19,GO:1903083,protein localization to condensed chromosome,19_GO:0051179 localization,-3.4,20,7.4,30284,13,346,3,0.87,0.5,3550|7272|283489,IK|TTK|CHAMP1,-1.8,MyList
GO Biological Processes,19,GO:0042761,very long-chain fatty acid biosynthetic process,19_GO:0009987 cellular process,-3.4,20,7.4,30284,13,346,3,0.87,0.5,9524|60481|64834,TECR|ELOVL5|ELOVL1,-1.8,MyList
GO Biological Processes,19,GO:0002934,desmosome organization,19_GO:0009987 cellular process,-3.4,20,7.4,30284,13,346,3,0.87,0.5,1829|3728|5318,DSG2|JUP|PKP2,-1.8,MyList
